id	jobPlace	name	company	salary	education	jobRequirement	jobExperience
1326	深圳-龙岗区	数据分析师	货拉拉	1.5万-2.5万	本科	Tableau Python BI SQL 数据分析 数据中台 	1-3年
1327	深圳-龙华区	数据分析师	深圳百思得国际电子商务有限公司	8千-1万	大专	数据分析 数据挖掘 商业数据分析 数据清洗 	1-3年
1328	深圳-南山区	数据分析师	联龙博通	1.2万-1.6万	本科	Oracle SQLServer MySQL Tableau TEREDATA 	3-5年
1329	深圳-南山区	数据分析师	中软国际	面议	本科	数据分析 Python 数据清洗 大数据分析 Hadoop ETL 	1-3年
1330	深圳-龙华区	数据分析师	深圳市浪花网络科技有限公司	1万-1.5万	本科	数据分析 数据挖掘 Tableau 需求分析 	1-3年
1331	深圳-福田区	数据分析师	优车库网络科技发展(深圳)有限公司	1万-2万	本科	数据分析 Tableau SQL 	1-3年
1332	深圳-南山区	数据分析师	深圳市德科信息技术有限公司	2万-2.5万	本科	Python SQL Hive Hadoop 	3-5年
1333	深圳-福田区	数据分析师	深圳市名图信息技术有限公司	1.5万-2.5万	本科	数据分析 BI 行业分析 大数据分析 数据采集 	5-10年
1334	深圳-南山区	游戏数据分析师	广东创智联人力资源有限公司	1.5万-2万	本科	统计分析 	1-3年
1335	深圳	数据分析师	深圳市格云宏邦环保科技有限公司	1万-1.5万	本科	R语言 Python 	1-3年
1336	深圳-南山区	财务数据分析师	深圳金赋科技有限公司	8千-1.5万	本科	数据分析 Python SQL 数据建模 行业分析 数据挖掘 	3-5年
1337	深圳	数据分析师	软通动力信息技术(集团)股份有限公司	8千-1.3万	本科	Python SQL SPSS 数据分析 R语言 	1-3年
1338	深圳	数据分析师	中软国际	面议	大专	Python SQL 行业分析 游戏行业 	1-3年
1339	深圳-南山区	数据分析师(JA3VP)	深圳市亿科数字科技有限公司	1.5万-2.5万	本科	Python 数据分析 商业分析 	3-5年
1340	深圳-宝安区	数据分析师	深圳安吉尔饮水产业集团有限公司	1万-2万	本科	数据分析 数据挖掘 行业分析 Python Tableau 商业分析 	3-5年
1341	深圳	数据分析师	深圳市兆比特科技有限公司	7.5千-9千	大专	数据分析 Python 大数据分析 数据治理 数据监控 回归分析 商业数据分析 行业分析 	1-3年
1342	深圳-南山区	数据分析师	软通动力信息技术(集团)股份有限公司	7千-1.3万	本科	数据分析 	1-3年
1343	深圳	数据分析师	深圳市阿卡索资讯股份有限公司	1.5万-2万	本科	数据分析 数据建模 数据挖掘 大数据分析 大数据平台 	3-5年
1344	深圳-福田区	数据分析师	北京伯智科技有限公司	1.5万-2万	本科	Python SQL 数据分析 大数据分析 Tableau MySQL 	1-3年
1345	深圳-南山区	数据分析及教育数据分析师	深圳雅学科技有限公司	1万-1.1万	硕士	数据分析 数据挖掘 	不限
1346	深圳	数据分析师	恩智丽教育	1万-2万	本科	数据分析 数据挖掘 Python 数据中台 数据建模 SQL 大数据分析 Power BI 	3-5年
1347	深圳-南山区	数据分析师	软通动力信息技术(集团)股份有限公司	8千-1.5万	本科	数据分析 Python SQL 数据监控 数据建模 SPSS 	1-3年
1348	深圳	数据分析师专员/助理	深圳通云网络科技有限公司	6千-8千	大专	应届生 实习生 无经验 数据 	1年以下
1349	深圳-南山区	数据分析师	铂德科技	1.5万-2万	本科	Tableau 数据分析 数据挖掘 数据采集 	3-5年
1350	深圳-南山区	人力数据分析师	中建国际投资(中国)有限公司	1万-2万	本科	数据分析 数据挖掘 Python 数据清洗 数据采集 	3-5年
1351	深圳-龙岗区	运营数据分析师	华为技术有限公司	面议	本科	Python SPS SQL 数据建模 	1-3年
1352	深圳-龙岗区	数据分析师（库存+销售模块）	深圳市金畅进出口有限公司	7千-1.4万	本科	统计学 数据分析 销售业务数据 Python SQL PowerBI 	1-3年
1353	深圳	产品部数据分析师	乐烁榕城(深圳)实业有限公司	7千-1.4万	本科	数据分析 数据清洗 数据挖掘 模型设计 行业分析 	1-3年
1354	深圳-龙岗区	BI数据分析师	万宝盛华人力资源(中国)有限公司常熟分公司	1万-1.8万	大专	数据分析 	不限
1355	深圳	销售数据分析师	深圳市创想三维科技有限公司	8千-1万	本科	数据分析 销售业务数据 	3-5年
1356	深圳-龙岗区	亚马逊广告数据分析师	深圳市金畅进出口有限公司	8千-1.5万	本科	Python R语言 行业分析 商业分析 excel POWERQUERY 	3-5年
1357	深圳-南山区	数据分析师	软通动力信息技术(集团)股份有限公司	1万-1.5万	本科	Tableau 数据分析 数据挖掘 Python 数据清洗 BI SPSS SQL 	3-5年
1358	深圳-南山区	数据分析师	博彦科技	8千-1万	大专	数据分析 Hadoop Hive 	1-3年
1359	深圳-龙岗区	数据分析师	万宝盛华人力资源(中国)有限公司常熟分公司	1万-1.5万	大专	数据分析 Tableau 需求分析 	1-3年
1360	深圳	数据分析师	傲基科技股份有限公司	8千-1.6万	本科	数据分析 数据挖掘 行业分析 需求分析 产品分析 沟通表达 逻辑思维 	不限
1361	深圳	Lazada-数据分析师（AB方向）-社交内容互动（深圳）	阿里巴巴集团	面议	本科		无经验
1362	深圳-龙岗区	数据分析师	鑫荣懋集团	1万-1.5万	本科	Python 数据分析 Oracle Power BI 爬虫 数据建模 	1-3年
1363	深圳	BI大数据分析师（实习生）	深圳通云网络科技有限公司	6千-8千	大专	应届生 实习生 无经验 小白 	1年以下
1364	深圳-龙岗区	数据分析师	万宝盛华人力资源(中国)有限公司常熟分公司	1万-1.5万	本科	数据分析 SQL MySQL Oracle Tableau Python 	不限
1365	深圳	数据分析师	深圳中原地产	1.5万-2.5万	本科	SQL 数据采集 数据建模 数据挖掘 用户分析 数据运营 	3-5年
1366	深圳-南山区	数据分析师（急）	深圳金丰易居置业有限公司	5千-8千	大专	数据分析 	1年以下
1367	深圳	亚马逊数据分析师（双休）	深圳市蒙智拓科技有限公司	8千-1.5万	本科	数据分析 统计学 销售业务数据 	1-3年
1368	深圳-南山区	数据分析师（音乐直播方向）	中软国际	面议	本科	SQL 数据分析 Tableau 	3-5年
1369	深圳-罗湖区	数据分析师	深圳市致远速联信息技术有限公司	1.3万-2.6万	本科	数据分析 数据开发 	3-5年
1370	深圳-龙岗区	数据分析师+五险一金	北京昊圳科达劳务服务有限公司深圳分公司	4千-6千	大专	数据分析 	1年以下
1371	深圳-福田区	数据分析师（SZY1212）	招银云创信息技术有限公司	1万-1.6万	本科	数据挖掘 R语言 Python 	3-5年
1372	深圳-福田区	数据分析师（理解用户运营）	上海玉卓网络技术有限公司	1万-1.5万	本科	数据分析 大数据分析 爬虫 SQL SPSS Tableau Power BI 	1-3年
1373	深圳	数据分析师（华为）	外企德科	8千-1.6万	本科	数据挖掘 数据建模 Python TABLEAU/FINEBI 	3-5年
1374	深圳-南山区	数据分析师助理/高薪	早春藤科技(深圳)有限公司	6千-8千	本科	数据分析 风险控制 金融 风险审核 	1年以下
1375	深圳-龙岗区	高级数据分析师+五险一金	北京昊圳科达劳务服务有限公司深圳分公司	6千-8千	大专	数据分析 	1年以下
1376	深圳	BI大数据分析师实习生+周末双休	深圳市汇铭通科技有限公司	4千-8千	大专	BI 数据分析 大数据分析 Python 	1年以下
1377	深圳-福田区	大数据分析师	万普置业	3万-4.5万	本科	数据结构算法 数据建模 	3-5年
1378	深圳	大数据分析师实习生+周末双休	深圳通云网络科技有限公司	4千-6千	大专	数据分析 	1年以下
1379	深圳	大数据分析师+双休+包住	深圳市汇铭通科技有限公司	4千-8千	大专	数据分析 大数据分析 BI 	1年以下
1380	深圳	数据分析师助理/本科以上	深圳市远彬科技有限公司	7千-1.4万	本科	财报分析 投资分析 ICFA FRM PE 风险控制 文档管理 	1-3年
1381	深圳-南山区	数据分析师6K起+高新南地铁站	深圳市源壹网络科技有限公司	6千-1万	大专	数据分析 数据采集 	1-3年
1382	深圳-龙华区	初级数据分析师 实习生	深圳市觉醒网络科技有限公司	4千-6千	大专	朝九晚六 双休 五险一金 	不限
1383	深圳-盐田区	应届生/新媒体运营/数据分析师/储备经理	深圳链家	8千-1.5万	本科	房产新媒体 摄影新媒体 电商新媒体 视频新媒体 	无经验
1384	深圳	数据分析师	北京字节跳动科技有限公司	1.5万-3万	本科		1-3年
1385	深圳	数据分析师	红星美凯龙	8千-1万	本科	数据分析 数据挖掘 	3-5年
1386	深圳	数据分析师助理	深圳市兆益兴信息技术有限公司	6千-8千	本科	助理 	不限
1387	深圳-宝安区	数据分析师/数据分析助理/双休	深圳市觉醒网络科技有限公司	4千-6千	大专	双休 朝九晚六 应届生 	不限
1388	深圳-南山区	数据分析师	软通动力信息技术(集团)股份有限公司	1万-1.5万	本科	数据分析 SQL 商业数据分析 	1-3年
1389	深圳	数据分析师/双休	深圳市远彬科技有限公司	7千-1.4万	本科	AutoCAD 机电一体化 	1-3年
1390	深圳-南山区	数据分析师（大数据）	深圳市拓保软件有限公司	1万-2万	本科	SQL Hive Hadoop Linux Python 数据库开发 	5-10年
1391	深圳	11412H-资深数据分析师	平安科技	面议	本科		5-10年
1392	深圳-宝安区	场地数据分析师	跨越速运	8千-1万	大专	场地管理 	1-3年
1393	深圳-南山区	数据分析师	恒大新能源科技集团有限公司	1.2万-2.4万	本科	数据分析 Python MySQL 	3-5年
1394	深圳	数据分析师	渤海银行	面议	本科	数据分析 商业数据分析 Hadoop 	3-5年
1395	深圳	数据分析师助理/双休	深圳市远彬科技有限公司	7千-1.4万	本科	MySQL SQL SQL Server 数据库 Java Python jQuery 	不限
1396	深圳-龙华区	初级数据分析师	深圳市觉醒网络科技有限公司	4千-6千	大专	应届生 实习生 双休 	不限
1397	深圳	数据分析师专员/双休/包住	深圳通云网络科技有限公司	4千-6千	大专	数据统计分析 	1年以下
1398	深圳-龙岗区	2021年校招——数据分析师	货拉拉	9千-1.1万	本科	数据分析 数据挖掘 BI SPSS SQL 数据建模 数据仓库 	不限
1399	深圳	亚马逊数据分析师	深圳谱程未来科技有限公司	1万-1.5万	本科	数据分析 需求分析 	1-3年
1400	深圳-南山区	数据分析师	顺丰速运	1万-1.6万	本科	excel 数据分析 	3-5年
1401	深圳-宝安区	数据分析师	深圳市觉醒网络科技有限公司	6千-8千	大专	无经验 双休 	不限
1402	深圳-龙岗区	中高级数据分析师	百果园	1.5万-2.8万	本科	数据挖掘 Python SQL 数据采集 商业分析 需求分析 	5-10年
1403	深圳	高级数据分析师（深圳） (MJ000046)	百融云创	1.5万-3万	硕士	机器学习 强化学习 数据分析 	1-3年
1404	深圳	1131OR-数据分析师（BI）	平安科技	面议	本科		3-5年
1405	深圳-宝安区	华为/数据分析师助理	深圳市尚利科技有限公司	5.8千-8.9千	大专	网络安全员 游戏测试 新媒体运营 小程序 编程 财务 	1-3年
1406	深圳-宝安区	初级数据分析师/助理	深圳市博茵爱生物科技有限公司	5千-8千	大专	助理 客服 销售 统计 审核 标注 	1-3年
1407	深圳-南山区	数据分析师-HDQX	深圳瀚德金融科技控股有限公司	1.5万-3万	本科	风控建模 	3-5年
1408	深圳-宝安区	经营数据分析师	跨越速运	1.2万-2万	本科	数据处理 数据分析 	1-3年
1409	深圳	11414G-数据分析师	平安科技	面议	硕士		3-5年
1410	深圳	数据分析师专员	深圳市海桐电子商务有限公司	6千-1万	大专	商业分析 数据挖掘 SQL Python 数据建模 R语言 数据采集 SPS 	不限
1411	深圳	高级数据分析师 - faceu	北京字节跳动科技有限公司	1万-2万	本科		3-5年
1412	深圳	数据分析师/大数据专员	深圳市鼎力投资服务有限公司	8千-1.6万	本科	数据分析 数据挖掘 SQL 大数据分析 	1-3年
1413	深圳	数据分析师-东莞	软通动力信息技术(集团)股份有限公司	1.5万-2万	本科	Hive SQL PowerBI 数据建模 Python 	3-5年
1414	深圳	114100-资深数据分析师	平安科技	面议	本科		5-10年
1415	深圳	数据分析师（跨境电商）	深圳市思维莱科技有限公司	7千-1.2万	大专	数据建模 数据分析 爬虫 	3-5年
1416	深圳	游戏业务中台数据分析师	北京字节跳动科技有限公司	1.8万-3.6万	本科		不限
1417	深圳	电能质量数据分析师	深圳中电技术	1万-2万	硕士	MATLAB 	1-3年
1418	深圳-龙华区	亚马逊广告数据分析师	深圳百思得国际电子商务有限公司	8千-1万	大专	数据分析 统计学 跨境电商 广告分析 	1-3年
1419	深圳	1131OM-数据分析师	平安科技	面议	本科		3-5年
1420	深圳	数据分析师（和平精英游戏）	中软国际	面议	大专	数据分析 游戏运营 Python SQL excel 	1-3年
1421	深圳	数据分析师（河流水质）	深圳万科物业	1万-1.5万	本科	数据分析 河流水质 	1-3年
1422	深圳-南山区	数据分析师	深圳金赋科技有限公司	1万-1.5万	本科		1-3年
1423	深圳-罗湖区	市场研究员/数据分析师	深圳市辰智信息咨询有限公司	6千-1万	本科	市场营销 数据统计分析 商务知识 powerpoint/ppt 标书制作 策划 	3-5年
1424	深圳-龙岗区	底薪8000销售/新媒体运营/数据分析师/高提成	深圳链家房地产经纪有限公司.	8千-1.6万	本科	置业 销售管理 面销 地推销售 电话销售 销售专员 	不限
1425	深圳-龙岗区	数据分析兼VOC分析师	华为技术有限公司	面议	本科	SQL SPS Python 舆情分析 数据建模 数据挖掘 	1-3年
1426	深圳-龙华区	高级数据分析师	深圳雷特网络科技有限公司	1.5万-3万	本科	商业分析 数据挖掘 Python 数据建模 数据采集 行业分析 	1-3年
1427	深圳	数据分析师（电商）	佳峰投资控股集团有限公司	7千-1.2万	大专	SQL SAS 行业数据分析 电商数据运营 平台数据抓取 竞品分析 	1-3年
